Título,Año,Género,Puntuación,N_Votos,Director/a,Local_carátula,Web_carátula
The Dam Keeper (C),2014,DR,"7,2",316,"Daisuke 'Dice' Tsutsumi, Robert Kondo",Pictures/the_dam_keeper_s-663169576-msmall.jpg,https://pics.filmaffinity.com/the_dam_keeper_s-663169576-msmall.jpg
A primera vista,2014,DR,"7,1",1.680,Daniel Ribeiro,Pictures/hoje_eu_quero_voltar_sozinho_the_way_he_looks-796575074-msmall.jpg,https://pics.filmaffinity.com/hoje_eu_quero_voltar_sozinho_the_way_he_looks-796575074-msmall.jpg
Magical Girl,2014,DR,"7,1",23.083,Carlos Vermut,Pictures/magical_girl-737108468-msmall.jpg,https://pics.filmaffinity.com/magical_girl-737108468-msmall.jpg
Historia de un oso (C),2014,DR,"7,1",2.258,Gabriel Osorio Vargas,Pictures/historia_de_un_oso_bear_story_s-507344700-msmall.jpg,https://pics.filmaffinity.com/historia_de_un_oso_bear_story_s-507344700-msmall.jpg
Haider,2014,DR,"7,1",81,Vishal Bhardwaj,Pictures/haider-786766216-msmall.jpg,https://pics.filmaffinity.com/haider-786766216-msmall.jpg
Camino de la cruz,2014,DR,"7,1",1.524,Dietrich Brüggemann,Pictures/kreuzweg_stations_of_the_cross-137790810-msmall.jpg,https://pics.filmaffinity.com/kreuzweg_stations_of_the_cross-137790810-msmall.jpg
El recuerdo de Marnie,2014,DR,"7,1",4.053,Hiromasa Yonebayashi,Pictures/omoide_no_mani-370199774-msmall.jpg,https://pics.filmaffinity.com/omoide_no_mani-370199774-msmall.jpg
Little Forest - Summer/Autumn,2014,DR,"7,1",79,Junichi Mori,Pictures/little_forest_natsu_aki_little_forest_summer_autumn-634997857-msmall.jpg,https://pics.filmaffinity.com/little_forest_natsu_aki_little_forest_summer_autumn-634997857-msmall.jpg
La teoría del todo,2014,DR,"7,1",43.303,James Marsh,Pictures/the_theory_of_everything-567835219-msmall.jpg,https://pics.filmaffinity.com/the_theory_of_everything-567835219-msmall.jpg
Birdman o (La Inesperada Virtud de la Ignorancia),2014,DR,"7,1",70.114,Alejandro González Iñárritu,Pictures/birdman_or_the_unexpected_virtue_of_ignorance-402510071-msmall.jpg,https://pics.filmaffinity.com/birdman_or_the_unexpected_virtue_of_ignorance-402510071-msmall.jpg
The Normal Heart (TV),2014,DR,"7,0",3.420,Ryan Murphy,Pictures/the_normal_heart_tv-152107386-msmall.jpg,https://pics.filmaffinity.com/the_normal_heart_tv-152107386-msmall.jpg
Buenas migas (C),2014,DR,"7,0",3.348,Patrick Osborne,Pictures/feast_s-457926709-msmall.jpg,https://pics.filmaffinity.com/feast_s-457926709-msmall.jpg
PK,2014,RO,"7,2",600,Rajkumar Hirani,Pictures/pk-849873222-msmall.jpg,https://pics.filmaffinity.com/pk-849873222-msmall.jpg
A primera vista,2014,RO,"7,1",1.680,Daniel Ribeiro,Pictures/hoje_eu_quero_voltar_sozinho_the_way_he_looks-796575074-msmall.jpg,https://pics.filmaffinity.com/hoje_eu_quero_voltar_sozinho_the_way_he_looks-796575074-msmall.jpg
Haider,2014,RO,"7,1",81,Vishal Bhardwaj,Pictures/haider-786766216-msmall.jpg,https://pics.filmaffinity.com/haider-786766216-msmall.jpg
Something Must Break,2014,RO,"6,9",428,Ester Martin Bergsmark,Pictures/nanting_maste_ga_sonder_something_must_break-271850722-msmall.jpg,https://pics.filmaffinity.com/nanting_maste_ga_sonder_something_must_break-271850722-msmall.jpg
Orígenes,2014,RO,"6,8",22.920,Mike Cahill,Pictures/i_origins-454030847-msmall.jpg,https://pics.filmaffinity.com/i_origins-454030847-msmall.jpg
Bajo la misma estrella,2014,RO,"6,7",18.311,Josh Boone,Pictures/the_fault_in_our_stars-457483777-msmall.jpg,https://pics.filmaffinity.com/the_fault_in_our_stars-457483777-msmall.jpg
Tamako Love Story,2014,RO,"6,6",98,Naoko Yamada,Pictures/tamako_rabu_sutori-326347556-msmall.jpg,https://pics.filmaffinity.com/tamako_rabu_sutori-326347556-msmall.jpg
La casa del tejado rojo,2014,RO,"6,6",678,Yôji Yamada,Pictures/chiisai_ouchi_the_little_house-371230694-msmall.jpg,https://pics.filmaffinity.com/chiisai_ouchi_the_little_house-371230694-msmall.jpg
The One I Love,2014,RO,"6,6",2.753,Charlie McDowell,Pictures/the_one_i_love-353733472-msmall.jpg,https://pics.filmaffinity.com/the_one_i_love-353733472-msmall.jpg
El amor me queda grande (C),2014,RO,"6,5",156,Javier Giner,Pictures/el_amor_me_queda_grande_s-274140587-msmall.jpg,https://pics.filmaffinity.com/el_amor_me_queda_grande_s-274140587-msmall.jpg
One-Minute Time Machine (C),2014,RO,"6,5",138,Devon Avery,Pictures/one_minute_time_machine_s-469168468-msmall.jpg,https://pics.filmaffinity.com/one_minute_time_machine_s-469168468-msmall.jpg
10.000 KM,2014,RO,"6,4",9.397,Carlos Marques-Marcet,Pictures/10_000_km-403698279-msmall.jpg,https://pics.filmaffinity.com/10_000_km-403698279-msmall.jpg
Boy Meets Girl,2014,RO,"6,4",190,Eric Schaeffer,Pictures/boy_meets_girl-132272760-msmall.jpg,https://pics.filmaffinity.com/boy_meets_girl-132272760-msmall.jpg
Testamento de juventud,2014,RO,"6,3",1.679,James Kent,Pictures/testament_of_youth-888025740-msmall.jpg,https://pics.filmaffinity.com/testament_of_youth-888025740-msmall.jpg
El amor es extraño,2014,RO,"6,3",2.581,Ira Sachs,Pictures/love_is_strange-455329235-msmall.jpg,https://pics.filmaffinity.com/love_is_strange-455329235-msmall.jpg
La habitación azul,2014,RO,"6,3",684,Mathieu Amalric,Pictures/la_chambre_bleue_the_blue_room-654840804-msmall.jpg,https://pics.filmaffinity.com/la_chambre_bleue_the_blue_room-654840804-msmall.jpg
Suite francesa,2014,RO,"6,3",5.576,Saul Dibb,Pictures/suite_francaise-340110441-msmall.jpg,https://pics.filmaffinity.com/suite_francaise-340110441-msmall.jpg
Sadece Sen,2014,RO,"6,3",67,Hakan Yonat,Pictures/sadece_sen-639983505-msmall.jpg,https://pics.filmaffinity.com/sadece_sen-639983505-msmall.jpg
Una chica vuelve a casa sola de noche,2014,RO,"6,3",3.123,Ana Lily Amirpour,Pictures/a_girl_walks_home_alone_at_night-148781706-msmall.jpg,https://pics.filmaffinity.com/a_girl_walks_home_alone_at_night-148781706-msmall.jpg
Copenhague,2014,RO,"6,3",705,Mark Raso,Pictures/copenhagen-785487880-msmall.jpg,https://pics.filmaffinity.com/copenhagen-785487880-msmall.jpg
El Café de la Marina (TV),2014,RO,"6,2",102,Silvia Munt,Pictures/el_cafe_de_la_marina_el_cafe_de_la_marina_tv-971437202-msmall.jpg,https://pics.filmaffinity.com/el_cafe_de_la_marina_el_cafe_de_la_marina_tv-971437202-msmall.jpg
Una chica de Brooklyn (Appropriate Behaviour),2014,RO,"6,1",349,Desiree Akhavan,Pictures/appropriate_behavior-302535987-msmall.jpg,https://pics.filmaffinity.com/appropriate_behavior-302535987-msmall.jpg
Movie Title Breakup (C),2014,RO,"6,1",114,Ryan Hunter,Pictures/movie_title_breakup_s-507453688-msmall.jpg,https://pics.filmaffinity.com/movie_title_breakup_s-507453688-msmall.jpg
Los imprevistos del amor,2014,RO,"6,1",4.553,Christian Ditter,Pictures/love_rosie-612339378-msmall.jpg,https://pics.filmaffinity.com/love_rosie-612339378-msmall.jpg
Magia a la luz de la luna,2014,RO,"6,1",17.273,Woody Allen,Pictures/magic_in_the_moonlight-261991236-msmall.jpg,https://pics.filmaffinity.com/magic_in_the_moonlight-261991236-msmall.jpg
Alleluia,2014,RO,"6,1",477,Fabrice Du Welz,Pictures/alleluia-247893680-msmall.jpg,https://pics.filmaffinity.com/alleluia-247893680-msmall.jpg
In Your Eyes,2014,RO,"6,1",1.509,Brin Hill,Pictures/in_your_eyes-801554395-msmall.jpg,https://pics.filmaffinity.com/in_your_eyes-801554395-msmall.jpg
Ocho apellidos vascos,2014,RO,"6,1",82.024,Emilio Martínez-Lázaro,Pictures/ocho_apellidos_vascos-836127633-msmall.jpg,https://pics.filmaffinity.com/ocho_apellidos_vascos-836127633-msmall.jpg
5 a 7,2014,RO,"6,0",989,Victor Levin,Pictures/5_to_7-161228171-msmall.jpg,https://pics.filmaffinity.com/5_to_7-161228171-msmall.jpg
Les combattants,2014,RO,"6,0",1.947,Thomas Cailley,Pictures/les_combattants-929994848-msmall.jpg,https://pics.filmaffinity.com/les_combattants-929994848-msmall.jpg
Twin Peaks: Las piezas desaparecidas,2014,TE,"6,9",776,David Lynch,Pictures/twin_peaks_the_missing_pieces-978076545-msmall.jpg,https://pics.filmaffinity.com/twin_peaks_the_missing_pieces-978076545-msmall.jpg
Hay un hombre en el bosque (C),2014,TE,"6,8",518,Jacob Streilein,Pictures/there_s_a_man_in_the_woods_s-924096615-msmall.jpg,https://pics.filmaffinity.com/there_s_a_man_in_the_woods_s-924096615-msmall.jpg
Lo que hacemos en las sombras,2014,TE,"6,8",14.029,"Taika Waititi, Jemaine Clement",Pictures/what_we_do_in_the_shadows-908458848-msmall.jpg,https://pics.filmaffinity.com/what_we_do_in_the_shadows-908458848-msmall.jpg
Cena para pocos (C),2014,TE,"6,8",168,Athanassios Vakalis,Pictures/dinner_for_few_s-550773735-msmall.jpg,https://pics.filmaffinity.com/dinner_for_few_s-550773735-msmall.jpg
Too Many Cooks (TV) (C),2014,TE,"6,7",486,Chris 'Casper' Kelly,Pictures/too_many_cooks_tv_s-577909566-msmall.jpg,https://pics.filmaffinity.com/too_many_cooks_tv_s-577909566-msmall.jpg
La Ropavejera (C),2014,TE,"6,7",169,Nacho Ruipérez,Pictures/la_ropavejera_s-740504304-msmall.jpg,https://pics.filmaffinity.com/la_ropavejera_s-740504304-msmall.jpg
Interior. Família. (C),2014,TE,"6,5",96,"Gerard Quinto, Esteve Soler, David Torras",Pictures/interior_familia_s-366539633-msmall.jpg,https://pics.filmaffinity.com/interior_familia_s-366539633-msmall.jpg
Goodnight Mommy,2014,TE,"6,4",4.119,"Severin Fiala, Veronika Franz",Pictures/ich_seh_ich_seh_goodnight_mommy-227747347-msmall.jpg,https://pics.filmaffinity.com/ich_seh_ich_seh_goodnight_mommy-227747347-msmall.jpg
It Follows,2014,TE,"6,3",21.112,David Robert Mitchell,Pictures/it_follows-990733421-msmall.jpg,https://pics.filmaffinity.com/it_follows-990733421-msmall.jpg
Una chica vuelve a casa sola de noche,2014,TE,"6,3",3.123,Ana Lily Amirpour,Pictures/a_girl_walks_home_alone_at_night-148781706-msmall.jpg,https://pics.filmaffinity.com/a_girl_walks_home_alone_at_night-148781706-msmall.jpg
Unedited Footage of a Bear (TV) (C),2014,TE,"6,2",111,"Ben O'Brien, Alan Resnick",Pictures/unedited_footage_of_a_bear_tv_s-854007046-msmall.jpg,https://pics.filmaffinity.com/unedited_footage_of_a_bear_tv_s-854007046-msmall.jpg
Musarañas,2014,TE,"6,2",11.832,"Juanfer Andrés, Esteban Roel",Pictures/musaranas-800391039-msmall.jpg,https://pics.filmaffinity.com/musaranas-800391039-msmall.jpg
Zombis nazis 2,2014,TE,"6,0",3.395,Tommy Wirkola,Pictures/dod_sno_2_dead_snow_2_red_vs_dead-683053919-msmall.jpg,https://pics.filmaffinity.com/dod_sno_2_dead_snow_2_red_vs_dead-683053919-msmall.jpg
As the Gods Will,2014,TE,"6,0",883,Takashi Miike,Pictures/kamisama_no_iu_tori_as_the_gods_will-400380414-msmall.jpg,https://pics.filmaffinity.com/kamisama_no_iu_tori_as_the_gods_will-400380414-msmall.jpg
Steadfast Stanley (C),2014,TE,"6,0",325,John Cody Kim,Pictures/steadfast_stanley_s-141867172-msmall.jpg,https://pics.filmaffinity.com/steadfast_stanley_s-141867172-msmall.jpg
Babadook,2014,TE,"5,9",23.835,Jennifer Kent,Pictures/the_babadook-131562437-msmall.jpg,https://pics.filmaffinity.com/the_babadook-131562437-msmall.jpg
Inside No. 9: The Harrowing (TV),2014,TE,"5,8",353,David Kerr,Pictures/inside_no_9_the_harrowing_tv-714811345-msmall.jpg,https://pics.filmaffinity.com/inside_no_9_the_harrowing_tv-714811345-msmall.jpg
Housebound,2014,TE,"5,8",1.069,Gerard Johnstone,Pictures/housebound-492950453-msmall.jpg,https://pics.filmaffinity.com/housebound-492950453-msmall.jpg
Tuck Me In (C),2014,TE,"5,8",827,Ignacio F. Rodó,Pictures/tuck_me_in_s-490513833-msmall.jpg,https://pics.filmaffinity.com/tuck_me_in_s-490513833-msmall.jpg
Creep,2014,TE,"5,7",2.670,Patrick Brice,Pictures/creep-908632647-msmall.jpg,https://pics.filmaffinity.com/creep-908632647-msmall.jpg
Anarchy: La noche de las bestias,2014,TE,"5,7",18.475,James DeMonaco,Pictures/the_purge_anarchy_the_purge_2-822525892-msmall.jpg,https://pics.filmaffinity.com/the_purge_anarchy_the_purge_2-822525892-msmall.jpg
Spawn: The Recall (C),2014,TE,"5,6",162,Michael Paris,Pictures/spawn_the_recall_s-360583742-msmall.jpg,https://pics.filmaffinity.com/spawn_the_recall_s-360583742-msmall.jpg
Over Your Dead Body,2014,TE,"5,6",263,Takashi Miike,Pictures/kuime-110455370-msmall.jpg,https://pics.filmaffinity.com/kuime-110455370-msmall.jpg
Spring,2014,TE,"5,6",1.905,"Justin Benson, Aaron Moorhead",Pictures/spring-176732842-msmall.jpg,https://pics.filmaffinity.com/spring-176732842-msmall.jpg
Bilocation,2014,TE,"5,6",59,Mari Asato,Pictures/bairokeshon-786439642-msmall.jpg,https://pics.filmaffinity.com/bairokeshon-786439642-msmall.jpg
He Took His Skin Off for Me (C),2014,TE,"5,6",130,Ben Aston,Pictures/he_took_his_skin_off_for_me_s-410568168-msmall.jpg,https://pics.filmaffinity.com/he_took_his_skin_off_for_me_s-410568168-msmall.jpg
Starry Eyes,2014,TE,"5,5",862,"Kevin Kolsch, Dennis Widmyer",Pictures/starry_eyes-581134096-msmall.jpg,https://pics.filmaffinity.com/starry_eyes-581134096-msmall.jpg
13 pecados,2014,TE,"5,5",812,Daniel Stamm,Pictures/13_sins-512636874-msmall.jpg,https://pics.filmaffinity.com/13_sins-512636874-msmall.jpg
La cueva,2014,TE,"5,5",5.707,Alfredo Montero,Pictures/la_cueva-130376896-msmall.jpg,https://pics.filmaffinity.com/la_cueva-130376896-msmall.jpg
Pictured (C),2014,TE,"5,5",630,David F. Sandberg,Pictures/pictured_s-312738493-msmall.jpg,https://pics.filmaffinity.com/pictured_s-312738493-msmall.jpg
Perdida,2014,TH,"7,3",58.589,David Fincher,Pictures/gone_girl-677988863-msmall.jpg,https://pics.filmaffinity.com/gone_girl-677988863-msmall.jpg
Nightcrawler,2014,TH,"7,3",36.217,Dan Gilroy,Pictures/nightcrawler-317347366-msmall.jpg,https://pics.filmaffinity.com/nightcrawler-317347366-msmall.jpg
The Imitation Game (Descifrando Enigma),2014,TH,"7,2",53.442,Morten Tyldum,Pictures/the_imitation_game-824166913-msmall.jpg,https://pics.filmaffinity.com/the_imitation_game-824166913-msmall.jpg
La isla mínima,2014,TH,"7,2",66.724,Alberto Rodríguez,Pictures/la_isla_minima-276450591-msmall.jpg,https://pics.filmaffinity.com/la_isla_minima-276450591-msmall.jpg
Redada asesina 2 (The Raid 2),2014,TH,"7,0",7.199,Gareth Evans,Pictures/the_raid_2_berandal-549665158-msmall.jpg,https://pics.filmaffinity.com/the_raid_2_berandal-549665158-msmall.jpg
El patrón. Radiografía de un crimen,2014,TH,"6,9",1.035,Sebastián Schindel,Pictures/el_patron_radiografia_de_un_crimen-806545083-msmall.jpg,https://pics.filmaffinity.com/el_patron_radiografia_de_un_crimen-806545083-msmall.jpg
Twin Peaks: Las piezas desaparecidas,2014,TH,"6,9",776,David Lynch,Pictures/twin_peaks_the_missing_pieces-978076545-msmall.jpg,https://pics.filmaffinity.com/twin_peaks_the_missing_pieces-978076545-msmall.jpg
The Brain Hack (C),2014,TH,"6,8",120,Joseph White,Pictures/the_brain_hack_s-732146624-msmall.jpg,https://pics.filmaffinity.com/the_brain_hack_s-732146624-msmall.jpg
Kingsman: Servicio secreto,2014,TH,"6,8",36.843,Matthew Vaughn,Pictures/kingsman_the_secret_service-485444831-msmall.jpg,https://pics.filmaffinity.com/kingsman_the_secret_service-485444831-msmall.jpg
Inside No. 9: Tom & Gerri (TV),2014,TH,"6,8",440,David Kerr,Pictures/inside_no_9_tom_gerri_tv-185214087-msmall.jpg,https://pics.filmaffinity.com/inside_no_9_tom_gerri_tv-185214087-msmall.jpg
Carmín tropical,2014,TH,"6,7",91,Rigoberto Pérezcano,Pictures/carmin_tropical-592746280-msmall.jpg,https://pics.filmaffinity.com/carmin_tropical-592746280-msmall.jpg
A Hard Day,2014,TH,"6,7",880,Kim Seong-hoon,Pictures/kkeut_kkaji_ganda-483043763-msmall.jpg,https://pics.filmaffinity.com/kkeut_kkaji_ganda-483043763-msmall.jpg
Cruel & Unusual,2014,TH,"6,6",129,Merlin Dervisevic,Pictures/cruel_unusual_cruel_and_unusual-883973293-msmall.jpg,https://pics.filmaffinity.com/cruel_unusual_cruel_and_unusual-883973293-msmall.jpg
Lobo,2014,TH,"6,6",1.059,Naji Abu Nowar,Pictures/theeb-727920959-msmall.jpg,https://pics.filmaffinity.com/theeb-727920959-msmall.jpg
Un millón (C),2014,TH,"6,6",50,Álex Rodrigo,Pictures/un_millon_s-785496367-msmall.jpg,https://pics.filmaffinity.com/un_millon_s-785496367-msmall.jpg
The One I Love,2014,TH,"6,6",2.753,Charlie McDowell,Pictures/the_one_i_love-353733472-msmall.jpg,https://pics.filmaffinity.com/the_one_i_love-353733472-msmall.jpg
Un illustre inconnu,2014,TH,"6,6",288,Matthieu Delaporte,Pictures/un_illustre_inconnu-668428649-msmall.jpg,https://pics.filmaffinity.com/un_illustre_inconnu-668428649-msmall.jpg
Capitán América: El Soldado de Invierno,2014,TH,"6,6",38.897,"Anthony Russo, Joe Russo",Pictures/captain_america_the_winter_soldier-333149071-msmall.jpg,https://pics.filmaffinity.com/captain_america_the_winter_soldier-333149071-msmall.jpg
The Great Hypnotist,2014,TH,"6,6",126,Leste Chen,Pictures/cui_mian_da_shi-412614276-msmall.jpg,https://pics.filmaffinity.com/cui_mian_da_shi-412614276-msmall.jpg
Conexión Marsella,2014,TH,"6,6",2.112,Cédric Jimenez,Pictures/la_french_the_connection-708710888-msmall.jpg,https://pics.filmaffinity.com/la_french_the_connection-708710888-msmall.jpg
El año más violento,2014,TH,"6,6",10.836,J.C. Chandor,Pictures/a_most_violent_year-804805768-msmall.jpg,https://pics.filmaffinity.com/a_most_violent_year-804805768-msmall.jpg
Profanación (Los casos del Departamento Q),2014,TH,"6,5",4.144,Mikkel Nørgaard,Pictures/fasandraeberne_the_absent_one-150221524-msmall.jpg,https://pics.filmaffinity.com/fasandraeberne_the_absent_one-150221524-msmall.jpg
Batman: Asalto en Arkham,2014,TH,"6,5",1.386,"Jay Oliva, Ethan Spaulding",Pictures/batman_assault_on_arkham-947145993-msmall.jpg,https://pics.filmaffinity.com/batman_assault_on_arkham-947145993-msmall.jpg
Who Am I: Ningún sistema es seguro,2014,TH,"6,5",1.901,Baran bo Odar,Pictures/who_am_i_kein_system_ist_sicher-649175464-msmall.jpg,https://pics.filmaffinity.com/who_am_i_kein_system_ist_sicher-649175464-msmall.jpg
Daughter,2014,TH,"6,5",99,Afia Nathaniel,Pictures/dukhtar-974343930-msmall.jpg,https://pics.filmaffinity.com/dukhtar-974343930-msmall.jpg
"Trash, ladrones de esperanza",2014,TH,"6,5",5.788,Stephen Daldry,Pictures/trash-511161997-msmall.jpg,https://pics.filmaffinity.com/trash-511161997-msmall.jpg
Zanahoria,2014,TH,"6,4",60,Enrique Buchichio,Pictures/zanahoria-506243768-msmall.jpg,https://pics.filmaffinity.com/zanahoria-506243768-msmall.jpg
Predestination,2014,TH,"6,4",15.113,"Michael Spierig, Peter Spierig, The Spierig Brothers",Pictures/predestination-972600742-msmall.jpg,https://pics.filmaffinity.com/predestination-972600742-msmall.jpg
The Treatment,2014,TH,"6,4",500,Hans Herbots,Pictures/de_behandeling-894756392-msmall.jpg,https://pics.filmaffinity.com/de_behandeling-894756392-msmall.jpg
Ghost in the Shell ARISE - border:4 Ghost Stands Alone,2014,TH,"6,4",344,"Susumu Kudo, Kazuchika Kise",Pictures/ghost_in_the_shell_arise_border_4_ghost_stands_alone-161952215-msmall.jpg,https://pics.filmaffinity.com/ghost_in_the_shell_arise_border_4_ghost_stands_alone-161952215-msmall.jpg
The Salvation,2014,WE,"6,4",4.863,Kristian Levring,Pictures/the_salvation-444581982-msmall.jpg,https://pics.filmaffinity.com/the_salvation-444581982-msmall.jpg
Lejos de los hombres,2014,WE,"6,4",2.599,David Oelhoffen,Pictures/loin_des_hommes_far_from_men-341712834-msmall.jpg,https://pics.filmaffinity.com/loin_des_hommes_far_from_men-341712834-msmall.jpg
Deuda de honor,2014,WE,"6,3",5.047,Tommy Lee Jones,Pictures/the_homesman-413033135-msmall.jpg,https://pics.filmaffinity.com/the_homesman-413033135-msmall.jpg
El valle oscuro,2014,WE,"6,1",1.316,Andreas Prochaska,Pictures/das_finstere_tal-365164072-msmall.jpg,https://pics.filmaffinity.com/das_finstere_tal-365164072-msmall.jpg
Frontera,2014,WE,"6,0",1.390,Michael Berry,Pictures/frontera-712093700-msmall.jpg,https://pics.filmaffinity.com/frontera-712093700-msmall.jpg
The Rover,2014,WE,"5,9",1.569,David Michôd,Pictures/the_rover-256811797-msmall.jpg,https://pics.filmaffinity.com/the_rover-256811797-msmall.jpg
Young Ones,2014,WE,"5,6",2.106,Jake Paltrow,Pictures/young_ones-327884469-msmall.jpg,https://pics.filmaffinity.com/young_ones-327884469-msmall.jpg
En defensa propia,2014,WE,"5,3",716,Daniel Barber,Pictures/the_keeping_room-674241921-msmall.jpg,https://pics.filmaffinity.com/the_keeping_room-674241921-msmall.jpg
Mil maneras de morder el polvo,2014,WE,"4,8",9.308,Seth MacFarlane,Pictures/a_million_ways_to_die_in_the_west-805416013-msmall.jpg,https://pics.filmaffinity.com/a_million_ways_to_die_in_the_west-805416013-msmall.jpg
Deliverance Creek (TV),2014,WE,"4,5",121,Jon Amiel,Pictures/deliverance_creek_tv-486933521-msmall.jpg,https://pics.filmaffinity.com/deliverance_creek_tv-486933521-msmall.jpg
